timestamp_ms,left_encoder_rps,right_encoder_rps,left_cmd_rps,right_cmd_rps
5,0.0000,0.0000,0.0000,0.0000
56,0.0000,0.0000,0.0000,0.0000
105,0.0000,0.0000,0.0000,0.0000
205,0.0000,0.0000,0.0000,0.0000
305,0.0000,0.0000,0.0000,0.0000
356,0.0000,0.0000,0.0000,0.0000
405,0.0000,0.0000,0.0000,0.0000
505,0.0000,0.0000,0.0000,0.0000
605,0.0000,0.0000,0.0000,0.0000
705,0.0000,0.0000,0.0000,0.0000
805,0.0000,0.0000,0.0000,0.0000
905,0.0000,0.0000,0.0000,0.0000
955,0.0000,0.0000,0.0000,0.0000
1005,-0.0153,0.0000,0.0000,0.0000
1105,-0.0229,0.0000,0.0000,0.0000
1205,0.0000,0.0000,0.0000,0.0000
1305,0.0000,0.0000,0.0000,0.0000
1405,0.0000,0.0000,0.0000,0.0000
1455,0.0000,0.0000,0.0000,0.0000
1505,0.0000,0.0000,0.0000,0.0000
1605,0.0000,0.0000,0.0000,0.0000
1705,0.0000,0.0000,0.0000,0.0000
1805,0.0000,0.0000,0.0000,0.0000
1905,0.0076,0.0000,0.0000,0.0000
2005,0.0000,0.0000,0.0000,0.0000
2105,0.0000,0.0000,0.0000,0.0000
2205,0.0000,0.0000,0.0000,0.0000
2305,0.0000,0.0000,0.0000,0.0000
2405,0.0000,0.0000,0.0000,0.0000
2505,0.0000,0.0000,0.0000,0.0000
2605,0.0000,0.0000,0.0000,0.0000
2705,0.0000,0.0000,0.0000,0.0000
2805,0.0000,0.0000,0.0000,0.0000
2905,0.0000,0.0000,0.0000,0.0000
2955,0.0076,0.0000,0.0000,0.0000
3005,-0.0076,0.0000,0.0000,0.0000
3105,0.0000,0.0000,0.0000,0.0000
3155,0.0000,0.0000,0.0000,0.0000
3205,0.0000,0.0000,0.0000,0.0000
3305,0.0000,0.0000,0.0000,0.0000
3405,0.0000,0.0000,0.0000,0.0000
3505,0.0000,0.0000,0.0000,0.0000
3605,0.0000,0.0000,0.0000,0.0000
3705,0.0000,0.0000,0.0000,0.0000
3755,-0.0229,0.0000,0.0000,0.0000
3805,0.0000,0.0000,0.0000,0.0000
3905,0.0000,0.0000,0.0000,0.0000
4005,0.0000,0.0000,0.0000,0.0000
4105,0.0000,0.0000,0.0000,0.0000
4205,0.0000,0.0000,0.0000,0.0000
4255,0.0000,0.0000,0.0000,0.0000
4305,0.0000,0.0000,0.0000,0.0000
4355,-0.0076,0.0000,0.0000,0.0000
4405,0.0000,0.0000,0.0000,0.0000
4505,0.0153,0.0000,0.0000,0.0000
4605,0.0153,0.0000,0.0000,0.0000
4705,0.0000,0.0000,0.0000,0.0000
4805,0.0000,0.0000,0.0000,0.0000
4855,0.0000,0.0000,0.0000,0.0000
4905,0.0000,0.0000,0.0000,0.0000
4955,0.0000,0.0000,0.0000,0.0000
5005,0.0000,0.0000,0.0000,0.0000
5105,0.0000,0.0000,0.0000,0.0000
5156,-0.0229,0.0000,0.0000,0.0000
5205,0.0000,0.0000,0.0000,0.0000
5255,0.0000,0.0000,0.0000,0.0000
5305,0.0000,0.0000,0.0000,0.0000
5405,0.0000,0.0000,0.0000,0.0000
5455,0.0000,0.0153,0.0000,0.0000
5505,0.0000,0.0000,0.0000,0.0000
5605,-0.0229,0.0000,0.0000,0.0000
5705,0.0000,0.0000,0.0000,0.0000
5805,0.0000,0.0000,0.0000,0.0000
5905,0.0076,0.0000,0.0000,0.0000
5955,0.0000,0.0000,0.0000,0.0000
6005,0.0000,0.0000,0.0000,0.0000
6055,-0.0229,0.0000,0.0000,0.0000
6104,0.0153,0.0000,0.0000,0.0000
6204,0.0000,0.0000,0.0000,0.0000
6305,0.0000,0.0000,0.0000,0.0000
6355,0.0000,0.0000,0.0000,0.0000
6405,0.0000,0.0000,0.0000,0.0000
6505,0.0000,0.0000,0.0000,0.0000
6555,0.0000,0.0000,0.0000,0.0000
6605,-0.0076,0.0000,0.0000,0.0000
6705,0.0000,0.0000,0.0000,0.0000
6805,0.0000,0.0000,0.0000,0.0000
6905,-0.0076,0.0000,0.0000,0.0000
7005,0.0000,0.0000,0.0000,0.0000
7105,0.0000,0.0000,0.0000,0.0000
7155,0.0000,0.0000,0.0000,0.0000
7205,0.0000,0.0000,0.0000,0.0000
7305,0.0000,0.0000,0.0000,0.0000
7405,0.0000,0.0000,0.0000,0.0000
7505,0.0000,0.0000,0.0000,0.0000
7605,0.0000,0.0000,0.0000,0.0000
